,Unnamed: 0,num_nodes,num_edges,time,Degree mean,Degree std,Top10Degree mean,Top10Degree std,Top10 Degree mean ratio,DCmean,DCstd,clustermean,clusterstd,modularity,transitivity,eig_mean,eig_std,closenessmean,closenessstd,Components_cnt,giant_com_ratio,token,core_cnt,core_ratio,avg_core_neighbor
91,91,1297,1606,2021/08/16,2.476484194,8.870272727,77,62.29142977,31.09246575,0.001910867,0.006844346,0.016298171,0.112293458,0.749091591,0.002867639,0.01036167,0.025771261,0.160739849,0.066570311,67,0.873554356,AAVE,12,0.00925212,70.75
92,92,1122,1404,2021/09/16,2.502673797,7.957653982,62.8,53.16598746,25.09316239,0.002232537,0.00709871,0.010743369,0.08856736,0.74491177,0.00319132,0.011377407,0.027613399,0.166187253,0.067342633,58,0.88057041,AAVE,1,0.000891266,212
93,93,923,1079,2021/10/16,2.338028169,7.213248176,51.9,44.54573181,22.19819277,0.002535822,0.00782348,0.013627112,0.106052983,0.751764884,0.004600865,0.012491942,0.030469342,0.146114321,0.072606081,72,0.820151679,AAVE,1,0.001083424,175
94,94,885,1080,2021/11/16,2.440677966,7.136844017,53,39.40389152,21.71527778,0.002760948,0.008073353,0.006636006,0.068401006,0.744815672,0.001371058,0.012880848,0.031066345,0.174604964,0.060306022,38,0.915254237,AAVE,14,0.015819209,45.5
95,95,613,679,2021/12/16,2.215334421,5.965529503,34.5,32.10140184,15.57326951,0.003619827,0.009747597,0.012361907,0.096288295,0.78892875,0.003585147,0.014986555,0.037536957,0.129825566,0.066170724,40,0.781402936,AAVE,1,0.001631321,122
96,96,593,688,2022/01/17,2.320404722,6.145631703,32.7,35.01444147,14.09236919,0.003919603,0.010381135,0.001319507,0.027503214,0.743060016,0.000744725,0.016432747,0.037665606,0.145768305,0.068804983,42,0.84148398,AAVE,1,0.001686341,131
97,97,544,592,2022/02/17,2.176470588,4.580175639,26.6,22.01110831,12.22162162,0.004008233,0.008434946,0.00692402,0.076840723,0.800408887,0.00093882,0.014999372,0.040202303,0.120132246,0.064627145,42,0.795955882,AAVE,3,0.005514706,50.66666667
98,98,799,911,2022/03/17,2.280350438,5.589912314,41.9,26.37528304,18.37436883,0.002857582,0.007004903,0.012464434,0.093239891,0.79217781,0.004622157,0.011491876,0.033479906,0.128895181,0.064063613,62,0.817271589,AAVE,5,0.006257822,61.4
99,99,509,539,2022/04/17,2.117878193,4.092658904,26.4,12.74711296,12.46530612,0.004169052,0.008056415,0.005685117,0.066206445,0.80885547,0.003088962,0.01413552,0.042051132,0.10052005,0.060965092,49,0.715127701,AAVE,9,0.017681729,27.88888889
100,100,580,660,2022/05/17,2.275862069,4.543374167,28.8,17.84376642,12.65454545,0.003930677,0.007846933,0.002709125,0.023231295,0.80370753,0.007920211,0.014282113,0.039022874,0.118527636,0.065210976,38,0.75862069,AAVE,14,0.024137931,25.14285714
101,101,727,759,2022/06/17,2.088033012,4.765053844,34.4,21.76745787,16.47483531,0.002876079,0.006563435,0.014922982,0.113435133,0.817635888,0.005293339,0.011722447,0.035210871,0.105857581,0.065333612,76,0.738651994,AAVE,9,0.012379642,36.33333333
102,102,1064,1280,2021/07/17,2.406015038,7.774733028,61,49.63869458,25.353125,0.00226342,0.007313954,0.015444318,0.113057873,0.754751587,0.00309488,0.010998531,0.02862957,0.161758889,0.069745193,57,0.859962406,AAVE,9,0.008458647,64.11111111
103,103,1293,1618,2021/08/17,2.502706883,8.748163917,71.8,64.16610389,28.68893696,0.00193708,0.006771025,0.015303242,0.108783976,0.748134018,0.003181029,0.010506019,0.025759114,0.166306907,0.06791304,62,0.877803558,AAVE,15,0.011600928,60.2
104,104,1011,1232,2021/09/17,2.4371909,7.860211975,57.2,53.29957265,23.46964286,0.00241306,0.007782388,0.019227664,0.124815844,0.751477773,0.00300273,0.012123698,0.029033936,0.159542371,0.069316267,55,0.864490603,AAVE,16,0.015825915,208
105,105,843,986,2021/10/17,2.339264531,6.566033154,47.7,36.64560001,20.39102434,0.002778224,0.007798139,0.02436356,0.148084777,0.762315932,0.004005958,0.012530474,0.03210061,0.14135155,0.071449433,56,0.810201661,AAVE,1,0.00118624,53.375
106,106,825,995,2021/11/17,2.412121212,6.750573401,45.1,39.68052979,18.69723618,0.002927332,0.008192443,0.014793577,0.100149993,0.754137522,0.005500768,0.012983398,0.032323661,0.143554464,0.06990368,64,0.829090909,AAVE,19,0.023030303,33.36842105
107,107,705,814,2021/12/17,2.309219858,5.706180619,37.2,28.51432389,16.10933661,0.003280142,0.00810537,0.016287959,0.112458784,0.772119059,0.005987068,0.013448074,0.03520436,0.13520995,0.068921948,50,0.804255319,AAVE,5,0.007092199,53
108,108,678,850,2022/01/18,2.507374631,6.119135196,38.8,30.30878127,15.47435294,0.003703655,0.009038604,0.011796162,0.08813392,0.726058131,0.005160181,0.014790085,0.035468791,0.151335662,0.071775736,51,0.833333333,AAVE,18,0.026548673,29.55555556
109,109,495,559,2022/02/18,2.258585859,4.776566663,27,21.39574205,11.95438283,0.004572036,0.009669163,0.001859522,0.022628913,0.766425799,0.001893043,0.017333492,0.041511846,0.135349585,0.065144247,34,0.836363636,AAVE,5,0.01010101,39.2
110,110,945,1107,2022/03/18,2.342857143,8.892419303,55.7,68.10294495,23.77439024,0.00248184,0.009419936,0.011700516,0.095742778,0.767560706,0.002009998,0.012596875,0.030007877,0.148009528,0.064784963,52,0.853968254,AAVE,2,0.002116402,163
111,111,497,542,2022/04/18,2.181086519,3.395235696,21.2,9.519570485,9.719926199,0.004397352,0.006845233,0,0,0.799738906,0,0.016280756,0.041839355,0.110476775,0.061506225,45,0.774647887,AAVE,15,0.030181087,17.93333333
112,112,760,894,2022/05/18,2.352631579,5.177672591,36.7,23.09425133,15.59955257,0.003099646,0.006821703,0.015486946,0.10344887,0.786095721,0.00869718,0.012035068,0.034241632,0.135825736,0.06201993,46,0.847368421,AAVE,18,0.023684211,28.11111111
113,113,814,1019,2022/06/18,2.503685504,7.191416311,51.7,39.23164822,20.64955839,0.003079564,0.008845531,0.017514765,0.116219919,0.733622989,0.005453336,0.01383507,0.032223713,0.157515469,0.074853085,58,0.834152334,AAVE,1,0.001228501,160
114,114,1055,1295,2021/07/18,2.454976303,7.75035112,65.4,43.3646041,26.63976834,0.0023292,0.007353274,0.013259834,0.099355655,0.745137371,0.002862339,0.011529734,0.028560562,0.164777444,0.067297196,59,0.874881517,AAVE,9,0.008530806,69
115,115,1615,2081,2021/08/18,2.577089783,12.59870945,113.9,113.8336506,44.1971408,0.00159671,0.007805892,0.020970447,0.131871841,0.720510114,0.001621313,0.010723063,0.022461598,0.183894247,0.066374473,61,0.907120743,AAVE,3,0.001857585,240
116,116,986,1160,2021/09/18,2.352941176,6.969780781,52.7,42.57033396,22.3975,0.002388773,0.00707592,0.027376555,0.15155529,0.762405618,0.005178095,0.011631114,0.029661562,0.124682269,0.069610139,85,0.777890467,AAVE,13,0.013184584,46.84615385
117,117,843,985,2021/10/18,2.336892052,6.274057988,43.8,34.26627756,18.74284264,0.002775406,0.007451375,0.010720634,0.087736721,0.768756732,0.002347943,0.012310077,0.032185874,0.148922996,0.067756774,54,0.845788849,AAVE,17,0.020166074,35.94117647
118,118,776,891,2021/11/18,2.296391753,6.199045701,41.6,34.75373681,18.11537598,0.002963086,0.007998769,0.005985426,0.066383088,0.774614205,0.002244249,0.013138972,0.033428539,0.137523374,0.069743397,56,0.815721649,AAVE,16,0.020618557,34.4
119,119,966,1204,2021/12/18,2.492753623,7.503605301,58.9,40.58858624,23.62848837,0.002583164,0.007775757,0.018570799,0.116002649,0.761393362,0.007871841,0.011852776,0.029927171,0.137473094,0.064819154,47,0.771221532,AAVE,5,0.005175983,108
120,120,593,674,2022/01/19,2.273187184,5.093342183,31.8,22.9046332,13.98916914,0.003839843,0.008603619,0.001975102,0.019065861,0.769911904,0.003162704,0.015026039,0.038249522,0.133929503,0.066373096,48,0.822934233,AAVE,2,0.003372681,70
121,121,518,532,2022/02/19,2.054054054,5.343968651,26.9,29.35775499,13.09605263,0.003973025,0.010336496,0.002584163,0.046287297,0.80550766,0.000377691,0.016449227,0.040781559,0.117253575,0.0648886,49,0.78957529,AAVE,1,0.001930502,33.25
122,122,762,851,2022/03/19,2.233595801,5.083329269,38.3,21.65409892,17.14723854,0.00293508,0.006679802,0.007864507,0.071990684,0.798046399,0.005789909,0.010860802,0.034582487,0.114867739,0.06014817,60,0.792650919,AAVE,7,0.009186352,46.28571429
123,123,487,516,2022/04/19,2.119096509,3.369279148,21.4,9.879271228,10.09864341,0.004360281,0.006932673,0.012000022,0.095459895,0.796926642,0.005395683,0.01513747,0.042755101,0.103806582,0.061459507,51,0.751540041,AAVE,11,0.022587269,20.36363636
124,124,799,912,2022/05/19,2.282853567,7.106077308,45.9,45.73947966,20.10641447,0.002860719,0.008904859,0.011409134,0.091540329,0.781503083,0.002955249,0.012494243,0.033118441,0.146066784,0.06516945,53,0.853566959,AAVE,3,0.003754693,96.33333333
125,125,937,1175,2022/06/19,2.508004269,8.365973894,67.9,45.31727657,27.07331915,0.002679492,0.008938006,0.017964177,0.115140818,0.735936985,0.004431315,0.012735091,0.03010017,0.180395029,0.059595721,37,0.918890075,AAVE,5,0.005336179,103
126,126,1123,1429,2021/07/19,2.544968833,8.202021352,67.3,51.21859471,26.4443317,0.002268243,0.007310179,0.022335291,0.134334851,0.734646611,0.003605137,0.011260538,0.027646932,0.169553398,0.068669602,57,0.877114871,AAVE,9,0.008014248,70.77777778
127,127,1259,1579,2021/08/19,2.508339952,8.513557057,77.4,52.5699534,30.85706143,0.001993911,0.006767533,0.017631412,0.119352078,0.73193907,0.003252372,0.010431542,0.026191773,0.161915685,0.06838568,71,0.868149325,AAVE,10,0.007942812,77.4
128,128,1010,1212,2021/09/19,2.4,7.143468189,56.9,41.40974121,23.70833333,0.002378593,0.00707975,0.01635019,0.114500995,0.770404454,0.003717066,0.01105489,0.029474541,0.151528333,0.061006115,56,0.88019802,AAVE,11,0.010891089,54.36363636
129,129,968,1133,2021/10/19,2.340909091,7.722266654,53.8,53.67142836,22.98252427,0.002420795,0.007985798,0.010827186,0.095461003,0.741696782,0.001680285,0.01248791,0.029631352,0.142306038,0.070619377,71,0.827479339,AAVE,1,0.001033058,202
130,130,768,879,2021/11/19,2.2890625,6.977877888,45.9,41.20261588,20.05187713,0.002984436,0.009097624,0.005985366,0.072713847,0.760464433,0.001363292,0.014282243,0.0331592,0.137895167,0.072880904,57,0.802083333,AAVE,5,0.006510417,159
131,131,859,940,2021/12/19,2.188591385,6.265814323,46.4,33.51682828,21.20085106,0.002550806,0.007302814,0.005815364,0.06308423,0.807611476,0.003509554,0.011333359,0.032201031,0.107073282,0.064317458,71,0.690337602,AAVE,10,0.011641444,46.3
132,132,630,741,2022/01/02,2.352380952,5.854322039,35.6,29.79261653,15.13360324,0.003739874,0.009307348,0.011146629,0.081878651,0.747754885,0.005602241,0.014869504,0.036991505,0.136080892,0.067791521,50,0.819047619,AAVE,11,0.017460317,34.09090909
133,133,498,538,2022/02/02,2.16064257,4.754146468,27.6,20.48956374,12.7739777,0.004347369,0.009565687,0.000203846,0.002784323,0.782301585,0.000480692,0.016927715,0.041532497,0.126592408,0.067348153,41,0.797188755,AAVE,8,0.016064257,31.375
134,134,603,700,2022/03/02,2.32172471,4.769014296,30.6,20.55993947,13.17985714,0.003856686,0.007921951,0.008589721,0.073958381,0.768090816,0.007342522,0.015657975,0.037623797,0.123342361,0.06423874,47,0.804311774,AAVE,8,0.013266998,34.125
135,135,762,947,2022/04/02,2.485564304,4.922839742,36.1,17.49571376,14.52386484,0.003266182,0.006468909,0.020727296,0.106773392,0.75605285,0.015808789,0.015591315,0.032720817,0.132999499,0.067201633,59,0.811023622,AAVE,14,0.018372703,31.71428571
136,136,444,496,2022/05/02,2.234234234,3.508660565,21.3,9.475699916,9.533467742,0.005043418,0.007920227,0.010599705,0.09360868,0.777483985,0.004492363,0.018889856,0.043585596,0.116199693,0.064765252,40,0.777027027,AAVE,13,0.029279279,18.84615385
137,137,471,529,2022/06/02,2.246284501,3.547678593,21.8,8.753412033,9.704914934,0.004779329,0.007548252,0.005472248,0.066963407,0.801857126,0.004147083,0.020304699,0.04140654,0.127246262,0.058882922,35,0.840764331,AAVE,16,0.033970276,17.875
138,138,821,954,2022/07/02,2.323995128,8.002272337,54.8,49.24045311,23.58008386,0.00283414,0.009758869,0.006826354,0.072718877,0.767582923,0.001199215,0.013618765,0.032152998,0.164724301,0.068290039,42,0.87088916,AAVE,4,0.004872107,96.25
139,139,1142,1335,2021/08/02,2.338003503,7.451833686,65.3,43.04532495,27.92981273,0.002049083,0.006530967,0.011809088,0.098154788,0.776643802,0.001613626,0.010610025,0.02763608,0.153608097,0.065771571,63,0.866900175,AAVE,10,0.008756567,65.3
140,140,1113,1257,2021/09/02,2.258760108,8.614729162,61.3,67.38949803,27.13878282,0.002031259,0.007747059,0.013543228,0.103542678,0.772551358,0.001890536,0.011562618,0.02766706,0.143346688,0.075326154,92,0.804132974,AAVE,1,0.000898473,252
141,141,1022,1198,2021/10/02,2.344422701,7.871816052,59.1,51.98172756,25.20876461,0.002296202,0.007709908,0.018003984,0.12609305,0.766123143,0.001985321,0.011592973,0.02906722,0.152909281,0.064671577,53,0.865949119,AAVE,1,0.000978474,206
142,142,977,1077,2021/11/02,2.204708291,7.918712168,57.2,53.3454153,25.94447539,0.002258922,0.008113435,0.006139055,0.073094887,0.780180942,0.001222877,0.012257551,0.029566682,0.149606816,0.072353227,71,0.83111566,AAVE,1,0.001023541,199
143,143,811,936,2021/12/02,2.308261406,6.568624886,41.5,41.64199269,17.97889957,0.002849705,0.008109413,0.010813677,0.099343424,0.771334991,0.002567394,0.013343687,0.032500679,0.145041758,0.069544986,50,0.832305795,AAVE,16,0.01972873,33.5625
144,144,611,698,2022/01/20,2.284779051,5.749760999,32.2,32.14481123,14.09326648,0.003745539,0.009425838,0.014797373,0.112777421,0.773691308,0.00273224,0.015118653,0.037555238,0.14660158,0.066508223,40,0.849427169,AAVE,1,0.001636661,23.63636364
145,145,545,596,2022/02/20,2.187155963,4.759454618,28.9,20.861714,13.21350671,0.004020507,0.008748997,0.000823461,0.010588509,0.799837282,0.00087349,0.014973133,0.040169994,0.125784644,0.058316339,36,0.842201835,AAVE,11,0.020183486,27.45454545
146,146,772,877,2022/03/20,2.272020725,6.307395413,48.4,28.47298915,21.30262258,0.002946849,0.008180798,0.011834322,0.097749793,0.806695626,0.003282276,0.010741469,0.034372781,0.126166091,0.062924273,53,0.812176166,AAVE,7,0.009067358,58.71428571
147,147,611,730,2022/04/20,2.389525368,3.875795627,26.6,10.23284472,11.13191781,0.003917255,0.006353763,0.030430633,0.161682933,0.763463126,0.009654926,0.016315705,0.037050042,0.112803271,0.062359579,55,0.780687398,AAVE,15,0.024549918,22.86666667
148,148,715,845,2022/05/20,2.363636364,4.829509916,34.3,20.68305802,14.51153846,0.003310415,0.006764019,0.027321807,0.14822119,0.789830888,0.013937282,0.012541146,0.035257051,0.129856749,0.062806347,48,0.829370629,AAVE,7,0.00979021,41.14285714
149,149,779,1046,2022/06/20,2.685494223,6.133890231,47.1,19.70025381,17.53867113,0.003451792,0.007884178,0.036775158,0.162572621,0.72506343,0.017563117,0.013863651,0.033059026,0.155110035,0.070739751,48,0.839537869,AAVE,15,0.019255456,39.13333333
150,150,1307,1688,2021/07/20,2.583014537,8.923605623,78.5,60.73485179,30.39084716,0.001977806,0.006832776,0.022759127,0.134473308,0.724443942,0.00400578,0.010628842,0.025546781,0.167184967,0.068921632,75,0.872991584,AAVE,2,0.001530222,178
151,151,1365,1698,2021/08/20,2.487912088,9.360922492,84.1,67.38850875,33.80344523,0.001823982,0.006862846,0.012826385,0.099268154,0.745949125,0.002889988,0.010239492,0.025064193,0.161880593,0.065601999,70,0.885714286,AAVE,3,0.002197802,74.46153846
152,152,1064,1338,2021/09/20,2.515037594,7.912370454,62.7,49.091864,24.93004484,0.002365981,0.007443434,0.01626552,0.099908546,0.722034259,0.00484433,0.012204115,0.028136333,0.159986236,0.0700224,68,0.858082707,AAVE,1,0.00093985,199
153,153,972,1119,2021/10/20,2.302469136,7.265246341,51.5,47.58676287,22.36729223,0.002371235,0.007482231,0.005344764,0.065606378,0.76470957,0.001883031,0.011723058,0.029871299,0.143441335,0.070128883,71,0.826131687,AAVE,16,0.016460905,42.5625
154,154,793,889,2021/11/20,2.242118537,6.160881115,39.7,36.38390975,17.70646794,0.002830958,0.00777889,0.001582224,0.035915773,0.775569674,0.000743909,0.012968677,0.033079107,0.132264102,0.070084571,71,0.80075662,AAVE,18,0.022698613,143
155,155,744,901,2021/12/20,2.422043011,5.430520214,36.8,25.52036224,15.19378468,0.003259816,0.00730891,0.012565158,0.104837562,0.746626328,0.004169733,0.013419622,0.034140392,0.123078473,0.068407821,56,0.767473118,AAVE,17,0.022849462,29.17647059
156,156,775,893,2022/01/21,2.304516129,6.206620433,40.8,36.65393718,17.7043673,0.002977411,0.008018889,0.012803238,0.097577879,0.770615425,0.005040762,0.013132675,0.033455936,0.14555068,0.068312164,58,0.838709677,AAVE,1,0.001290323,141
157,157,492,549,2022/02/21,2.231707317,4.667691389,26.1,20.65295244,11.69508197,0.004545229,0.0095065,0.014638875,0.112877744,0.784912791,0.002489627,0.016767362,0.041892038,0.125127207,0.062468176,36,0.819105691,AAVE,8,0.016260163,29
158,158,745,833,2022/03/21,2.236241611,5.721871531,40.9,28.14427118,18.28961585,0.003005701,0.007690688,0.005507382,0.050167905,0.804607077,0.0034078,0.01220683,0.034567023,0.138674388,0.062445571,48,0.852348993,AAVE,5,0.006711409,58
159,159,521,573,2022/04/21,2.199616123,3.530972824,23.2,9.307106007,10.54729494,0.004230031,0.006790332,0.006879551,0.067639257,0.786715459,0.007635531,0.017363269,0.040261819,0.106523399,0.059722827,49,0.779270633,AAVE,10,0.019193858,23.2
160,160,615,642,2022/05/21,2.087804878,5.690047677,35.6,28.70617433,17.05140187,0.003400334,0.009267179,0.002683425,0.043101303,0.831067245,0.001410039,0.012652702,0.038318571,0.100301659,0.047826637,39,0.682926829,AAVE,2,0.003252033,86.5
161,161,814,1136,2022/06/21,2.791154791,6.490839066,49.1,27.11477662,17.59128521,0.003433155,0.007983812,0.036230233,0.158713558,0.714623292,0.018475027,0.015674651,0.03136902,0.155759995,0.067877086,44,0.85995086,AAVE,14,0.017199017,42.42857143
162,162,1282,1651,2021/07/21,2.575663027,8.603920493,75.7,55.57587406,29.39049061,0.002010666,0.006716566,0.01191921,0.096444388,0.734711008,0.002819549,0.01042401,0.025920944,0.172626331,0.064905283,59,0.897815913,AAVE,8,0.00624025,84.375
163,163,1311,1617,2021/08/21,2.466819222,8.71921221,77,61.40756378,31.21428571,0.001883068,0.006655887,0.009578643,0.086442282,0.739863517,0.001667913,0.010342798,0.025618424,0.155179807,0.070479192,85,0.847444699,AAVE,12,0.009153318,70.5
164,164,1041,1246,2021/09/21,2.393852065,7.421805234,58,46.65714189,24.22873194,0.002301781,0.007136351,0.008092636,0.078286287,0.752856653,0.00286382,0.011572895,0.028765914,0.143589334,0.06642401,71,0.843419789,AAVE,13,0.012487992,51.07692308
165,165,1001,1172,2021/10/21,2.341658342,7.230985607,50.8,49.04147904,21.6940273,0.002341658,0.007230986,0.020508257,0.132502076,0.754469694,0.003464078,0.011575047,0.029425912,0.138657296,0.069104599,77,0.819180819,AAVE,1,0.000999001,189
166,166,836,957,2021/11/21,2.289473684,7.221387676,46.9,46.28522682,20.48505747,0.002741885,0.008648368,0.009481928,0.083546729,0.772878499,0.001565354,0.013182976,0.03199384,0.151156962,0.070483579,59,0.842105263,AAVE,1,0.001196172,176
167,167,737,853,2021/12/21,2.314789688,6.227019577,41.2,33.3559923,17.7985932,0.003145095,0.008460624,0.007309295,0.075996267,0.772438906,0.002728868,0.013053187,0.034468514,0.120106127,0.058304322,46,0.762550882,AAVE,3,0.004070556,79
168,168,888,1075,2022/01/22,2.421171171,6.358199349,48.7,32.84661322,20.11423256,0.002729618,0.007168207,0.00939133,0.086903551,0.750425095,0.002775493,0.012460082,0.031176386,0.147418383,0.066735607,59,0.847972973,AAVE,8,0.009009009,54.5
169,169,578,623,2022/02/22,2.155709343,4.989067104,29,25.52993885,13.45264848,0.003736065,0.008646563,0.004710717,0.060842711,0.791251105,0.002657891,0.014619727,0.038974292,0.12475317,0.062278047,43,0.825259516,AAVE,11,0.019031142,27.54545455
170,170,668,704,2022/03/22,2.107784431,4.007159919,29.7,12.41907136,14.090625,0.003160097,0.006007736,0.009103411,0.082539626,0.83278284,0.00391198,0.01222455,0.036736721,0.09202873,0.05859785,65,0.718562874,AAVE,12,0.017964072,27.25
171,171,555,574,2022/04/22,2.068468468,3.518747674,23.3,11.71940461,11.26437282,0.003733698,0.00635153,0.015861058,0.114897798,0.833393024,0.009648689,0.013802706,0.040177053,0.087514524,0.055733709,57,0.711711712,AAVE,9,0.016216216,24.55555556
172,172,504,582,2022/05/22,2.30952381,4.782696255,28.8,18.54603881,12.47010309,0.004591499,0.009508342,0.01343702,0.10968427,0.766361403,0.004604758,0.016594288,0.041378179,0.130658688,0.068058719,40,0.803571429,AAVE,6,0.011904762,37.66666667
173,173,656,855,2022/06/22,2.606707317,5.882634619,38.2,26.60743422,14.65450292,0.003979706,0.008981122,0.039814438,0.177634331,0.73468144,0.015345872,0.015277689,0.035957662,0.146800252,0.068255865,41,0.842987805,AAVE,9,0.013719512,40.22222222
174,174,1288,1609,2021/07/22,2.498447205,8.022888629,69.6,53.42117766,27.85730267,0.001941295,0.006233791,0.017134921,0.118010277,0.755343139,0.003422313,0.009745247,0.026114309,0.15710654,0.066527225,69,0.866459627,AAVE,16,0.01242236,55.375
175,175,1012,1196,2021/08/22,2.363636364,7.898727302,58.9,53.5421952,24.91923077,0.002337919,0.007812787,0.009594809,0.090732737,0.747398309,0.001537627,0.012031541,0.029055439,0.15233899,0.06913535,66,0.854743083,AAVE,1,0.000988142,206
176,176,1111,1310,2021/09/22,2.358235824,8.819992755,69,62.96736368,29.25916031,0.002124537,0.007945939,0.010896975,0.093768872,0.753211934,0.001134493,0.011758806,0.027613526,0.160906825,0.071808262,70,0.853285329,AAVE,3,0.00270027,141.6666667
177,177,957,1115,2021/10/22,2.330198537,6.750922551,50.8,40.26799115,21.80071749,0.002437446,0.007061634,0.008258953,0.083493441,0.766038328,0.001160442,0.011678563,0.030157812,0.138674293,0.067328875,72,0.831765935,AAVE,16,0.016718913,41
178,178,748,841,2021/11/22,2.248663102,5.994391473,39.2,32.92685496,17.43258026,0.003010259,0.00802462,0.004203803,0.063359292,0.764889061,0.000414794,0.013505628,0.034000617,0.137891135,0.070400499,58,0.812834225,AAVE,3,0.004010695,44.33333333
179,179,857,1097,2021/12/22,2.560093349,6.348628816,47.3,30.38292649,18.47588879,0.002990763,0.007416622,0.016271795,0.111720458,0.750564438,0.006646621,0.012187294,0.031929933,0.147280305,0.068011078,49,0.830805134,AAVE,14,0.016336056,40.85714286
180,180,642,731,2022/01/23,2.277258567,5.613201507,35.4,27.32601528,15.54500684,0.003552665,0.008756945,0.005644761,0.045134152,0.778411037,0.003263234,0.014752177,0.036634631,0.144002512,0.064136214,38,0.858255452,AAVE,8,0.012461059,39.625
181,181,512,549,2022/02/23,2.14453125,4.61201203,25.8,21.78072542,12.03060109,0.004196734,0.009025464,0.004462855,0.042209931,0.791812237,0.002968827,0.01576146,0.041328409,0.11551417,0.063436502,45,0.787109375,AAVE,2,0.00390625,10
