,Unnamed: 0,num_nodes,num_edges,time,Degree mean,Degree std,Top10Degree mean,Top10Degree std,Top10 Degree mean ratio,DCmean,DCstd,clustermean,clusterstd,modularity,transitivity,eig_mean,eig_std,closenessmean,closenessstd,Components_cnt,giant_com_ratio,token,core_cnt,core_ratio,avg_core_neighbor
273,273,1062,1233,2021/11/03,2.322033898,7.759695793,58.3,52.48925816,25.10729927,0.002188533,0.007313568,0.009434703,0.084972426,0.765665936,0.002681045,0.011483203,0.028469612,0.149915608,0.068983702,74,0.846516008,AAVE,1,0.00094162,207
274,274,777,939,2021/12/03,2.416988417,6.598275289,45,35.22625284,18.61821086,0.003114676,0.008502932,0.002636079,0.044702662,0.745153512,0.000823136,0.013778665,0.033144585,0.158062468,0.066860518,42,0.868725869,AAVE,14,0.018018018,39.14285714
275,275,485,521,2022/01/30,2.148453608,4.893770568,25.6,23.82435728,11.91554702,0.004438954,0.010111096,0.003332376,0.048514678,0.783258609,0.001876759,0.016616173,0.042301868,0.135083033,0.068412288,38,0.81443299,AAVE,1,0.002061856,91
276,276,1226,1545,2022/03/30,2.520391517,6.453601444,59.2,32.03054098,23.48841424,0.002057462,0.005268246,0.022930104,0.131607995,0.747989862,0.008831449,0.010621212,0.026522147,0.129279361,0.069284849,108,0.792822186,AAVE,13,0.010603589,52.38461538
277,277,460,568,2022/04/30,2.469565217,4.319629894,27.2,10.53881714,11.01408451,0.005380316,0.009410958,0.033196839,0.157158988,0.738808954,0.019358623,0.018586681,0.042806914,0.142919867,0.070939353,38,0.817391304,AAVE,10,0.02173913,27
278,278,709,880,2022/05/30,2.482369535,5.536605155,42.2,18.14019478,16.99988636,0.003506172,0.007820064,0.01809525,0.118259973,0.749235537,0.007650543,0.018734236,0.032572413,0.139007034,0.065328015,47,0.830747532,AAVE,10,0.014104372,42.2
279,279,629,764,2022/06/30,2.429252782,5.095599099,33,20.46677524,13.58442408,0.003868237,0.008114011,0.017560504,0.113401008,0.769785984,0.010708491,0.015387043,0.036813294,0.142228075,0.059488551,30,0.871224165,AAVE,17,0.027027027,26.35294118
280,280,1179,1448,2021/07/30,2.456318914,8.685335905,71.5,59.9986111,29.10859807,0.00208516,0.007372951,0.012811849,0.106665619,0.738080578,0.001611794,0.010896657,0.027019595,0.168865419,0.067634668,60,0.882951654,AAVE,11,0.009329941,68.18181818
281,281,1011,1219,2021/08/30,2.411473788,8.302023307,60.1,57.92610235,24.92251846,0.002387598,0.008219825,0.014388312,0.10791271,0.745039405,0.002381865,0.012607595,0.0288269,0.148634255,0.072213768,61,0.830860534,AAVE,1,0.00098912,215
282,282,830,989,2021/09/30,2.38313253,6.954805323,48,40.74309757,20.14155713,0.002874708,0.008389391,0.01132553,0.099526397,0.744525473,0.001820983,0.013254404,0.032099556,0.149923441,0.068450689,53,0.85060241,AAVE,1,0.001204819,160
283,283,1049,1187,2021/10/30,2.263107722,7.237741826,56.7,44.77859111,25.05404381,0.002159454,0.006906242,0.00630622,0.07067948,0.782116569,0.001554834,0.010986584,0.028868292,0.136688027,0.068521107,82,0.820781697,AAVE,16,0.015252622,46.1875
284,284,789,931,2021/11/30,2.359949303,7.49380238,46.2,48.49925544,19.57669173,0.00299486,0.009509901,0.006877844,0.074151567,0.736513295,0.001026211,0.014334376,0.032608288,0.154948962,0.073368078,55,0.840304183,AAVE,1,0.001267427,183
285,285,954,1109,2021/12/30,2.324947589,6.760112804,51.6,38.38170861,22.19404869,0.002439609,0.007093508,0.006862075,0.074708701,0.795877406,0.001935983,0.011225288,0.030383855,0.12633284,0.065177228,42,0.762054507,AAVE,5,0.00524109,74
286,286,489,544,2022/01/31,2.224948875,4.28475558,23.8,18.15856088,10.696875,0.004559321,0.008780237,0.012428744,0.095744195,0.7898228,0.004080839,0.015972226,0.042350272,0.127466459,0.062180098,37,0.830265849,AAVE,15,0.030674847,19.8
287,287,834,1049,2022/03/31,2.51558753,5.60358072,42.6,25.80783688,16.93441373,0.003019913,0.006726988,0.014512597,0.078338333,0.757469323,0.011453504,0.014626934,0.031405034,0.142671213,0.064740806,54,0.851318945,AAVE,4,0.004796163,67
288,288,733,887,2022/05/31,2.420190996,5.201746918,40.4,16.50723747,16.69289741,0.003306272,0.007106212,0.018306706,0.119384946,0.769102494,0.008062349,0.015303133,0.033639477,0.133858564,0.061537592,45,0.843110505,AAVE,9,0.012278308,42.22222222
289,289,1154,1423,2021/07/31,2.466204506,8.311226171,73,49.87094456,29.60014055,0.002138946,0.007208349,0.014806444,0.112303777,0.752869854,0.002075926,0.011336783,0.027178458,0.169728525,0.060011197,47,0.911611785,AAVE,9,0.00779896,77.22222222
290,290,1073,1278,2021/08/31,2.382106244,8.452641138,61.8,62.37841507,25.94342723,0.002222114,0.007884926,0.010958506,0.0921519,0.756750816,0.001722373,0.011969159,0.028097,0.165961711,0.067490786,53,0.885368127,AAVE,1,0.000931966,236
291,291,964,1092,2021/10/31,2.265560166,7.125926847,51.5,44.95491569,22.73168498,0.002352607,0.007399716,0.007894883,0.07588123,0.784784279,0.002091159,0.011644271,0.030044829,0.14297897,0.067230613,68,0.839211618,AAVE,17,0.017634855,40.52941176
292,292,892,1061,2021/12/31,2.378923767,7.319540424,48.6,49.43952535,20.42940622,0.002669948,0.008214972,0.011706817,0.097788376,0.753738715,0.001539615,0.012631142,0.031025951,0.156135017,0.069552426,53,0.85426009,AAVE,1,0.001121076,188
293,293,721,841,2022/01/04,2.332871012,6.379231815,41.9,34.82799002,17.96070155,0.003240099,0.008860044,0.009996879,0.083157023,0.755619054,0.004375119,0.014288678,0.03441568,0.148974821,0.076057479,56,0.808599168,AAVE,1,0.001386963,13.61111111
294,294,609,685,2022/02/04,2.249589491,5.281245118,35.9,20.80304465,15.95846715,0.003699983,0.008686258,0.001153335,0.019137988,0.785754169,0.000321371,0.013962245,0.038071931,0.133227331,0.063630992,38,0.816091954,AAVE,10,0.016420361,35.9
295,295,646,766,2022/03/04,2.371517028,4.814196692,34.7,15.64217944,14.63198433,0.003676771,0.007463871,0.007307016,0.071301504,0.750255643,0.003871422,0.015506507,0.036187886,0.121960895,0.062141177,49,0.808049536,AAVE,12,0.018575851,32.08333333
296,296,590,701,2022/04/04,2.376271186,4.491166164,29.7,16.24157901,12.49857347,0.004034416,0.00762507,0.012490448,0.096060154,0.764327911,0.008254888,0.017006013,0.037524624,0.129058249,0.063615873,41,0.823728814,AAVE,10,0.016949153,29.7
297,297,532,595,2022/05/04,2.236842105,3.626684399,24.2,11.11355529,10.81882353,0.004212509,0.006829914,0.011346466,0.091589871,0.776966316,0.007806955,0.015662145,0.040465719,0.106592648,0.060802841,55,0.770676692,AAVE,9,0.016917293,25.55555556
298,298,416,446,2022/06/04,2.144230769,4.315661072,24,15.51343504,11.19282511,0.005166821,0.010399183,0.009289277,0.088475622,0.792610951,0.006171429,0.017411093,0.045888582,0.123759121,0.061621973,33,0.8125,AAVE,6,0.014423077,31.66666667
299,299,674,799,2022/07/04,2.370919881,5.428348629,34.2,26.61578479,14.42478098,0.003522912,0.008065897,0.025132045,0.142209616,0.777418112,0.009808373,0.013276476,0.036185044,0.129439167,0.063595736,49,0.823442136,AAVE,17,0.025222552,27
300,300,1060,1274,2021/08/04,2.403773585,7.824273078,62.6,48.71276356,26.04238619,0.002269852,0.00738836,0.014148976,0.109028253,0.747091633,0.002806935,0.011529438,0.028482163,0.161701942,0.067527509,63,0.870754717,AAVE,11,0.010377358,59.63636364
301,301,1165,1293,2021/09/04,2.219742489,8.509028252,64.1,65.81362574,28.87722351,0.001906995,0.007310162,0.006665843,0.071238846,0.790571397,0.001098021,0.012425907,0.026543751,0.143484886,0.067906911,84,0.839484979,AAVE,3,0.002575107,139
302,302,934,1111,2021/10/04,2.379014989,7.116382733,52.7,41.73740662,22.1520252,0.002549855,0.00762742,0.011450807,0.095761071,0.752965801,0.002027752,0.012048027,0.030438476,0.15278182,0.07027857,65,0.844753747,AAVE,16,0.017130621,43
303,303,1133,1311,2021/11/04,2.314210062,7.725190611,62.3,50.49323387,26.9206331,0.002044355,0.006824373,0.006128713,0.071278385,0.766778029,0.00143662,0.010877102,0.027658206,0.148686928,0.069502178,76,0.840247132,AAVE,3,0.002647838,116
304,304,884,1160,2021/12/04,2.624434389,7.97386105,57.8,46.12735992,22.0237931,0.002972179,0.00903042,0.007795549,0.061485752,0.708105678,0.003605288,0.014014444,0.030592087,0.174857669,0.070555284,47,0.878959276,AAVE,1,0.001131222,184
305,305,689,822,2022/01/05,2.386066763,6.067606785,37.7,32.96816646,15.80006083,0.00346812,0.008819196,0.004690268,0.049325949,0.750567573,0.004347511,0.013974841,0.035467003,0.153218539,0.065976416,40,0.865021771,AAVE,9,0.013062409,40.11111111
306,306,630,686,2022/02/05,2.177777778,5.558775255,31.3,32.05568072,14.37244898,0.003462286,0.008837481,0.01276392,0.103323065,0.804157919,0.002565077,0.014485244,0.037143899,0.119632634,0.065571807,49,0.777777778,AAVE,1,0.001587302,121
307,307,570,631,2022/03/05,2.214035088,4.283431052,28.2,15.55492062,12.73692552,0.003891099,0.007527998,0.002472189,0.025884298,0.786575029,0.002505847,0.014686037,0.039260801,0.105090571,0.0634745,52,0.724561404,AAVE,9,0.015789474,29.55555556
308,308,554,620,2022/04/05,2.238267148,4.06825774,25.4,15.53633733,11.34806452,0.004047499,0.007356705,0.007259849,0.058281314,0.789219563,0.006736527,0.0155618,0.039569063,0.122886568,0.063912955,45,0.80866426,AAVE,15,0.027075812,21.33333333
309,309,499,597,2022/05/05,2.392785571,3.871171908,24.5,11.05792828,10.23911223,0.00480479,0.007773438,0.016923924,0.113125526,0.75729008,0.010519395,0.019659112,0.040258855,0.130437915,0.065481257,40,0.815631263,AAVE,14,0.028056112,21.28571429
310,310,342,365,2022/06/05,2.134502924,3.659163913,18.5,12.0115685,8.667123288,0.006259539,0.010730686,0.006574314,0.076712547,0.800082567,0.004449388,0.017749509,0.05115254,0.137602748,0.058406019,22,0.862573099,AAVE,5,0.014619883,26.6
311,311,636,731,2022/07/05,2.298742138,4.619922451,31.1,18.10739567,13.52913817,0.003620066,0.007275468,0.006256015,0.061702955,0.78522104,0.009320388,0.013964267,0.037141558,0.124804457,0.066253296,51,0.795597484,AAVE,11,0.017295597,29.63636364
312,312,1239,1543,2021/08/05,2.490718321,8.30670376,67.7,57.23644915,27.1809138,0.002011889,0.006709777,0.014663005,0.107628553,0.750219775,0.003798987,0.01053305,0.026395448,0.161498351,0.067684624,61,0.869249395,AAVE,17,0.013720743,54.23529412
313,313,1023,1123,2021/09/05,2.195503421,7.708034497,52.4,57.41699323,23.86696349,0.002148242,0.007542108,0.009966352,0.088462223,0.789494968,0.001798107,0.011636822,0.029033179,0.135705622,0.071325744,84,0.808406647,AAVE,2,0.001955034,215
314,314,928,1108,2021/10/05,2.387931034,7.404504943,52.7,46.70248625,22.06931408,0.002575977,0.0079876,0.015123307,0.108789075,0.746563799,0.002561247,0.012508707,0.030366299,0.147731969,0.072993379,67,0.823275862,AAVE,5,0.005387931,183
315,315,1102,1262,2021/11/05,2.290381125,7.214444465,55.2,49.11618878,24.10079239,0.002080274,0.006552629,0.00939317,0.091434193,0.770181221,0.001089972,0.010741954,0.028156186,0.130542487,0.068186398,85,0.799455535,AAVE,1,0.000907441,44.9375
316,316,731,859,2021/12/05,2.350205198,6.788825172,43,38.63216852,18.29627474,0.003219459,0.009299761,0.006085666,0.074889615,0.75697233,0.00050064,0.014803475,0.033917841,0.146701809,0.073101814,52,0.820793434,AAVE,1,0.001367989,151
317,317,772,915,2022/01/06,2.370466321,6.651218804,44.1,37.97206576,18.60393443,0.003074535,0.008626743,0.013989134,0.098983113,0.754352175,0.005407472,0.014279499,0.033058256,0.164233452,0.067385324,47,0.878238342,AAVE,3,0.00388601,87
318,318,608,642,2022/02/06,2.111842105,4.874435672,30.2,23.2894826,14.30031153,0.003479147,0.008030372,0.009103386,0.091561924,0.813319455,0.001514196,0.013893287,0.038132729,0.120596826,0.063975648,50,0.789473684,AAVE,9,0.014802632,31.88888889
319,319,585,670,2022/03/06,2.290598291,4.180556406,28,13.33333333,12.2238806,0.003922257,0.007158487,0.003337692,0.035882004,0.790834262,0.005027652,0.016908465,0.037761661,0.130616915,0.059219372,35,0.847863248,AAVE,11,0.018803419,26.90909091
320,320,698,852,2022/04/06,2.441260745,4.904846619,36.8,16.61191005,15.0741784,0.003502526,0.007037083,0.017950735,0.111303361,0.750596498,0.008740895,0.01681107,0.033936745,0.13328119,0.068819401,56,0.805157593,AAVE,9,0.012893983,38.77777778
321,321,485,546,2022/05/06,2.251546392,3.531824424,23.1,8.116512661,10.25961538,0.004651955,0.007297158,0.019159407,0.129475556,0.791462048,0.0089141,0.021796752,0.039875251,0.118844603,0.059708803,34,0.818556701,AAVE,10,0.020618557,23
322,322,562,670,2022/06/06,2.384341637,4.288396275,28.5,12.76496943,11.95298507,0.004250163,0.0076442,0.014495675,0.105878124,0.762355759,0.008381265,0.018521742,0.037932371,0.131312141,0.065397245,42,0.814946619,AAVE,10,0.017793594,28.5
323,323,665,735,2022/07/06,2.210526316,5.192169486,31.9,26.97509139,14.43095238,0.003329106,0.007819532,0.015835718,0.116822656,0.816418159,0.006097561,0.012999215,0.036562139,0.128281117,0.064389572,47,0.813533835,AAVE,1,0.001503759,104
324,324,1305,1600,2021/08/06,2.45210728,9.625632666,84.4,70.53005663,34.419375,0.00188045,0.00738162,0.011375089,0.092953569,0.745548047,0.001578117,0.011224557,0.025313709,0.174371157,0.069354832,56,0.881992337,AAVE,3,0.002298851,169.3333333
325,325,1110,1269,2021/09/06,2.286486486,8.166708536,61.2,59.64487498,26.76595745,0.002061755,0.007364029,0.009278878,0.077959621,0.777325084,0.002408391,0.01113617,0.02788525,0.146582064,0.071924742,84,0.827927928,AAVE,1,0.000900901,229
326,326,906,1023,2021/10/06,2.258278146,6.934863713,50.2,41.59807688,22.22932551,0.002495335,0.007662833,0.015556998,0.116879109,0.772420067,0.001952362,0.012335212,0.030864977,0.146507415,0.072328117,67,0.822295806,AAVE,14,0.015452539,42.85714286
327,327,1001,1158,2021/11/06,2.313686314,7.167810161,58,38.76711092,25.06822107,0.002313686,0.00716781,0.008865056,0.085495483,0.768441584,0.001433718,0.011439291,0.029479005,0.148971353,0.068768935,73,0.841158841,AAVE,16,0.015984016,47.3125
328,328,908,1122,2021/12/06,2.471365639,6.762326367,51.4,35.01491746,20.79821747,0.002724769,0.007455707,0.009793652,0.071319984,0.744306068,0.006432592,0.012729226,0.030664703,0.142227039,0.067580896,65,0.833700441,AAVE,17,0.018722467,41.11764706
329,329,685,785,2022/01/07,2.291970803,5.92664785,37.7,31.78067197,16.44872611,0.003350835,0.00866469,0.006289699,0.069214712,0.778760193,0.002072618,0.014480082,0.035383739,0.146464056,0.067880943,41,0.840875912,AAVE,3,0.004379562,74.66666667
330,330,580,609,2022/02/07,2.1,5.008835027,28.6,26.78805704,13.61904762,0.003626943,0.008650838,0.001177243,0.016932407,0.818254373,0.00075643,0.014952412,0.038770542,0.115748251,0.066483146,45,0.768965517,AAVE,2,0.003448276,74
331,331,598,714,2022/03/07,2.387959866,4.546796194,32.4,12.55388386,13.56806723,0.003999933,0.007616074,0.00750944,0.074847539,0.742787311,0.002932551,0.018228149,0.036636319,0.140855873,0.062755134,42,0.852842809,AAVE,12,0.02006689,29.66666667
332,332,633,739,2022/04/07,2.334913112,4.395588701,30.8,14.62721968,13.19106901,0.003694483,0.006955045,0.007938158,0.073594639,0.774172757,0.006345178,0.016397603,0.036234951,0.127994553,0.064752335,47,0.812006319,AAVE,12,0.018957346,28.25
333,333,497,530,2022/05/07,2.132796781,3.830384522,25,11.10555417,11.72169811,0.004299994,0.007722549,0.011037731,0.101024004,0.803175507,0.002830856,0.017011405,0.041547054,0.105016234,0.06355889,46,0.742454728,AAVE,9,0.018108652,26.33333333
334,334,510,577,2022/06/07,2.262745098,4.71939362,28.1,19.38183571,12.41854419,0.004445472,0.009271893,0.013376774,0.109315228,0.791716853,0.003282789,0.015256967,0.041610145,0.125906995,0.064346915,36,0.807843137,AAVE,5,0.009803922,40.4
335,335,727,893,2022/07/07,2.456671252,5.430297764,40.8,18.12181006,16.60783875,0.003383845,0.007479749,0.01400937,0.094655665,0.762265048,0.011496168,0.017180647,0.032891173,0.14434489,0.073872552,54,0.80605227,AAVE,9,0.012379642,42.77777778
336,336,1253,1536,2021/08/07,2.451715882,9.55638759,84.2,65.92049083,34.34329427,0.00195824,0.007632897,0.006471977,0.063712805,0.72967932,0.001060624,0.012101474,0.025537412,0.164340659,0.068604863,67,0.869114126,AAVE,3,0.002394254,166
337,337,1397,1695,2021/09/07,2.42662849,8.505927877,80.5,56.40971154,33.17359882,0.001738273,0.006093072,0.023131561,0.135233297,0.760096762,0.003685155,0.010403212,0.024658224,0.151301397,0.067049405,87,0.858983536,AAVE,5,0.003579098,114.6
338,338,859,966,2021/10/07,2.249126892,6.833064994,47.3,41.2635163,21.03038302,0.00262136,0.007963945,0.007747226,0.079448902,0.77421085,0.001271546,0.012777152,0.031655257,0.130848278,0.069789078,66,0.796274738,AAVE,16,0.01862631,38.1875
339,339,999,1118,2021/11/07,2.238238238,7.221745392,54,47.59785243,24.12611807,0.002242724,0.007236218,0.009484107,0.079495118,0.774162269,0.002627545,0.011584344,0.029456282,0.126471439,0.0692021,84,0.78978979,AAVE,1,0.001001001,187
340,340,772,919,2021/12/07,2.380829016,6.409505371,41.9,35.88082125,17.59891186,0.003087975,0.008313237,0.012860124,0.103726908,0.768650222,0.003156787,0.013456248,0.033402267,0.137601487,0.067663083,48,0.817357513,AAVE,16,0.020725389,34.125
341,341,762,977,2022/01/08,2.564304462,7.202473393,47.9,40.34972119,18.67952917,0.003369651,0.009464485,0.017903029,0.112948496,0.737236375,0.004514248,0.015042264,0.032977165,0.159626233,0.070887601,48,0.854330709,AAVE,3,0.003937008,98.33333333
342,342,727,814,2022/02/08,2.239339752,5.555425076,37.3,28.54256081,16.65669533,0.00308449,0.007652101,0.008310621,0.067486129,0.799905976,0.00442188,0.01315659,0.034699801,0.12233145,0.062744298,47,0.799174691,AAVE,2,0.002751032,89
343,343,731,808,2022/03/08,2.210670315,4.546495982,33.6,17.0893079,15.1990099,0.003028315,0.006228077,0.005327813,0.055690993,0.812510722,0.004225352,0.011768058,0.035088262,0.10494019,0.060003622,58,0.734610123,AAVE,10,0.013679891,33.6
344,344,691,797,2022/04/08,2.306801737,5.272427325,39.6,18.48242408,17.16662484,0.003343191,0.007641199,0.018171856,0.108928997,0.796260758,0.009596387,0.015464153,0.034782017,0.11382193,0.058125332,45,0.756874096,AAVE,9,0.013024602,41.55555556
345,345,613,674,2022/05/08,2.199021207,4.567882945,33.5,13.3354165,15.23405045,0.003593172,0.007463861,0.011153406,0.09970553,0.776763465,0.008341443,0.021440857,0.034256757,0.11671729,0.067282435,62,0.760195759,AAVE,8,0.013050571,37.125
346,346,461,504,2022/06/08,2.186550976,5.345855082,25.2,27.72002886,11.525,0.004753372,0.011621424,0.002463588,0.046822458,0.787611804,0.00041841,0.017938053,0.04302836,0.135872036,0.05795229,29,0.874186551,AAVE,14,0.030368764,53.33333333
347,347,758,980,2022/07/08,2.585751979,5.88304396,42.5,25.13629514,16.43622449,0.003415789,0.007771524,0.023980278,0.128666629,0.724634527,0.012488058,0.015409573,0.032912541,0.147905891,0.073522283,55,0.819261214,AAVE,7,0.009234828,51
348,348,1091,1306,2021/08/08,2.394133822,8.199156505,68.1,51.15434162,28.44452527,0.002196453,0.007522162,0.011204725,0.091862375,0.757401931,0.001638364,0.011646063,0.027958469,0.157826257,0.070429445,59,0.848762603,AAVE,3,0.002749771,127.6666667
349,349,1070,1314,2021/09/08,2.456074766,8.208202537,66.5,51.06259775,27.07572298,0.002297544,0.007678393,0.020926903,0.128056023,0.73961222,0.004113382,0.0123055,0.027997977,0.161166983,0.067226636,59,0.874766355,AAVE,10,0.009345794,66.5
350,350,917,1084,2021/10/08,2.364231189,6.657099404,51.3,34.8330941,21.69838561,0.002581038,0.007267576,0.004567038,0.059696158,0.751872677,0.001102435,0.012312316,0.030658513,0.145903116,0.068437761,62,0.837513631,AAVE,13,0.014176663,45.30769231
351,351,1009,1187,2021/11/08,2.352824579,7.807606845,57.5,52.12005372,24.43871104,0.002334151,0.007745642,0.004834003,0.064757558,0.754031849,0.00037123,0.012067668,0.029091071,0.147422335,0.069833574,66,0.839444995,AAVE,1,0.00099108,49.78571429
352,352,849,933,2021/12/08,2.197879859,6.39176543,43.5,39.06760522,19.79180064,0.002591839,0.007537459,0.004518585,0.0600204,0.798529332,0.002115082,0.011607231,0.032316537,0.13580958,0.066533726,63,0.822143698,AAVE,3,0.003533569,89.66666667
353,353,564,624,2022/01/09,2.212765957,5.479570987,31.1,28.06520186,14.05480769,0.003930313,0.009732808,0.007585811,0.084276874,0.791540824,0.001629018,0.015908746,0.039021292,0.149866869,0.066849345,34,0.859929078,AAVE,6,0.010638298,1.992818671
354,354,590,639,2022/02/09,2.166101695,5.011653996,30,24.97999199,13.84976526,0.003677592,0.00850875,0.011653911,0.102359168,0.796876722,0.001473839,0.015126562,0.038322207,0.12260421,0.065559794,49,0.8,AAVE,2,0.003389831,71
355,355,695,725,2022/03/09,2.086330935,5.096591524,34.5,25.65692456,16.5362069,0.003006241,0.007343792,0.009960395,0.094393758,0.847186683,0.001836547,0.011371722,0.03621353,0.107218027,0.059111797,54,0.782733813,AAVE,2,0.002877698,33.28571429
356,356,584,631,2022/04/09,2.160958904,4.250894339,28.9,15.68049036,13.37369255,0.003706619,0.007291414,0.002978322,0.028800454,0.796614937,0.002,0.016497564,0.037981962,0.127970287,0.062418611,48,0.823630137,AAVE,6,0.010273973,38.16666667
357,357,764,926,2022/05/09,2.42408377,4.831172921,37.3,14.11106737,15.38725702,0.003177043,0.006331812,0.008887201,0.082962005,0.751935914,0.006750147,0.016851248,0.032035594,0.126234137,0.068767562,63,0.784031414,AAVE,14,0.018324607,32.14285714
358,358,455,470,2022/06/09,2.065934066,3.868437168,24.3,11.25512229,11.76223404,0.004550516,0.008520787,0.007904037,0.075726785,0.823481213,0.005387378,0.018656282,0.043056006,0.09596051,0.058054832,44,0.703296703,AAVE,10,0.021978022,24.3
359,359,891,1148,2022/07/09,2.57687991,6.609958755,55.8,23.47954192,21.65409408,0.002895371,0.00742692,0.020072657,0.12156143,0.745490187,0.008045923,0.016620341,0.029104113,0.149423096,0.063619699,48,0.865319865,AAVE,10,0.011223345,55.8
360,360,1077,1321,2021/08/09,2.453110492,9.146112693,68.2,66.1274863,27.8014383,0.002279842,0.008500105,0.008511962,0.083026465,0.723493316,0.00140665,0.012457154,0.027821631,0.171839718,0.06940955,55,0.883936862,AAVE,1,0.000928505,243
361,361,1095,1314,2021/09/09,2.4,8.211932282,65,55.25697543,27.08333333,0.002193784,0.007506337,0.020053512,0.125273907,0.749687535,0.003718528,0.012036546,0.027732038,0.150776227,0.070330667,74,0.843835616,AAVE,1,0.000913242,213
362,362,888,1040,2021/10/09,2.342342342,6.543405325,47.9,35.2087426,20.44961538,0.002640747,0.007377007,0.011416899,0.098206712,0.759773021,0.001324698,0.011897558,0.031395609,0.144380228,0.065606943,62,0.841216216,AAVE,17,0.019144144,38.70588235
363,363,921,1108,2021/11/09,2.406080347,7.245547805,52.4,43.72947137,21.77815884,0.002615305,0.007875595,0.009888674,0.089492547,0.749107248,0.002217381,0.012572864,0.030474707,0.15928737,0.064831718,49,0.883821933,AAVE,9,0.009771987,176
364,364,722,789,2021/12/09,2.185595568,5.686337886,34.7,33.79694266,15.87667934,0.003031339,0.007886738,0.006325359,0.071345321,0.785320495,0.000952986,0.013183608,0.034826914,0.121946214,0.066093932,63,0.792243767,AAVE,1,0.001385042,129
